city,district,neighborhood,Fiyat,İlan Tarihi,İlan No,Marka,Seri,Model,Yıl,Yakıt,Vites,Araç Durumu,KM,Kasa Tipi,Motor Gücü,Motor Hacmi,Çekiş,Renk,Garanti,Ağır Hasar Kayıtlı,Plaka / Uyruk,Kimden,Takas
Ankara,Mamak,Ege Mah.,558.000 TL,24 Ekim 2024,1206625013,Fiat,Egea,1.4 Fire Easy,2020,Benzin,Manuel,İkinci El,163.000,Sedan,95 hp,1368 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
Kocaeli,Gebze,Hürriyet Mh.,739.500 TL,24 Ekim 2024,1206866523,Fiat,Egea,1.3 Multijet Easy,2022,Dizel,Manuel,İkinci El,64.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
İstanbul,Sancaktepe,Eyüp Sultan Mh.,519.000 TL,24 Ekim 2024,1206862986,Fiat,Linea,1.3 Multijet Easy,2013,Dizel,Manuel,İkinci El,119.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Başakşehir,Ziya Gökalp Mh.,575.000 TL,24 Ekim 2024,1206852144,Fiat,Egea,1.3 Multijet Easy,2018,Dizel,Manuel,İkinci El,170.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
Antalya,Muratpaşa,Demircikara Mah.,689.000 TL,24 Ekim 2024,1206846287,Fiat,500 Ailesi,500L 1.3 Mjet RockStar,2013,Dizel,Manuel,İkinci El,82.750,MPV,95 hp,1248 cc,Önden Çekiş,Sarı,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Ankara,Pursaklar,Saray Cumhuriyet Mah.,197.500 TL,24 Ekim 2024,1206847507,Fiat,Tempra,1.6 SX AK SW,1994,Benzin & LPG,Manuel,İkinci El,222.222,Station Wagon,75 hp,1581 cc,Önden Çekiş,Bordo,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
İstanbul,Beylikdüzü,Cumhuriyet Mah.,729.000 TL,24 Ekim 2024,1206839926,Fiat,Egea,1.3 Multijet Easy Plus,2021,Dizel,Manuel,İkinci El,65.000,Sedan,76 - 100 HP,1300 cm3' e kadar,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Kayseri,Kocasinan,Sanayi Mah.,659.000 TL,24 Ekim 2024,1206844803,Fiat,Egea,1.4 Fire Urban,2021,Benzin,Manuel,İkinci El,157.000,Sedan,95 hp,1368 cc,Önden Çekiş,Füme,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
İstanbul,Bağcılar,Göztepe Mh.,729.000 TL,24 Ekim 2024,1206839181,Fiat,Egea,1.3 Multijet Easy Plus,2021,Dizel,Manuel,İkinci El,86.000,Sedan,76 - 100 HP,1300 cm3' e kadar,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Esenler,Menderes Mah.,458.500 TL,24 Ekim 2024,1206835114,Fiat,Linea,1.3 Multijet Active Plus,2014,Dizel,Manuel,İkinci El,150.000,Sedan,95 hp,1248 cc,Önden Çekiş,Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
İstanbul,Bağcılar,Göztepe Mh.,549.750 TL,24 Ekim 2024,1169709834,Fiat,Egea,1.3 Multijet Easy,2017,Dizel,Manuel,İkinci El,165.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Pendik,Dumlupınar Mh.,690.000 TL,24 Ekim 2024,1206820045,Fiat,Egea,1.4 Fire Easy,2022,Benzin,Manuel,İkinci El,17.000,Sedan,95 hp,1368 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Ankara,Çankaya,Çukurambar Mh.,1.024.250 TL,24 Ekim 2024,1203114070,Fiat,Egea,1.6 Multijet Easy Plus,2023,Dizel,Otomatik,İkinci El,27.000,Sedan,126 - 150 HP,1301 - 1600 cm3,Önden Çekiş,Gümüş Gri,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Afyonkarahisar,Merkez,Selçuklu Mh.,248.000 TL,24 Ekim 2024,1206809702,Fiat,Palio,1.4 EL,1999,Benzin & LPG,Manuel,İkinci El,262.000,Hatchback 5 kapı,77 hp,1368 cc,Önden Çekiş,Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
İstanbul,Ataşehir,İnönü Mh.,795.000 TL,24 Ekim 2024,1199685277,Fiat,Egea,1.3 Multijet Urban,2023,Dizel,Manuel,İkinci El,43.259,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Ankara,Yenimahalle,İvedik OSB,619.000 TL,24 Ekim 2024,1203104561,Fiat,Egea,1.3 Multijet Easy,2020,Dizel,Manuel,İkinci El,138.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
İstanbul,Ataşehir,İçerenköy Mh.,559.750 TL,24 Ekim 2024,1206795971,Fiat,Egea,1.3 Multijet Easy Plus,2018,Dizel,Manuel,İkinci El,170.000,Sedan,76 - 100 HP,1300 cm3' e kadar,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Ankara,Yenimahalle,Turgut Özal Mh.,855.000 TL,24 Ekim 2024,1204044482,Fiat,Egea,1.6 Multijet Urban Plus,2020,Dizel,Otomatik,İkinci El,95.500,Sedan,120 hp,1598 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Diyarbakır,Kayapınar,Talaytepe Mah.,620.000 TL,24 Ekim 2024,1206786420,Fiat,Egea,1.4 Fire Easy,2020,Benzin,Manuel,İkinci El,84.500,Sedan,95 hp,1368 cc,Önden Çekiş,Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Diyarbakır,Sur,Fetih Mh.,855.000 TL,24 Ekim 2024,1203071417,Fiat,Egea,1.6 Multijet Easy,2022,Dizel,Otomatik,İkinci El,72.000,Sedan,130 hp,1598 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Eyüpsultan,Alibeyköy Mh.,742.500 TL,24 Ekim 2024,1206764246,Fiat,Egea,1.6 Multijet Easy,2019,Dizel,Otomatik,İkinci El,120.400,Sedan,120 hp,1598 cc,Önden Çekiş,Füme,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Ankara,Yenimahalle,Aşağı Yahyalar Mh.,575.000 TL,24 Ekim 2024,1205434303,Fiat,Egea,1.4 Fire Urban,2015,Benzin & LPG,Manuel,İkinci El,144.000,Sedan,95 hp,1368 cc,Önden Çekiş,Kırmızı,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Tuzla,Şifa Mh.,725.000 TL,24 Ekim 2024,1205683182,Fiat,Egea,1.3 Multijet Easy,2022,Dizel,Manuel,İkinci El,76.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
İstanbul,Çekmeköy,Güngören Mh.,525.750 TL,24 Ekim 2024,1206752196,Fiat,Linea,1.3 Multijet Pop,2015,Dizel,Manuel,İkinci El,210.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Kocaeli,Derince,Yenikent Mah.,735.000 TL,24 Ekim 2024,1205993364,Fiat,Egea,1.4 Fire Urban,2021,Benzin,Manuel,İkinci El,39.500,Sedan,95 hp,1368 cc,Önden Çekiş,Mavi,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Ankara,Keçiören,Yayla Mah.,599.900 TL,24 Ekim 2024,1206735029,Fiat,Egea,1.3 Multijet Easy,2017,Dizel,Manuel,İkinci El,168.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Bitlis,Merkez,Beş Minare Mh.,838.500 TL,24 Ekim 2024,1203053754,Fiat,Egea,1.3 Multijet Easy,2023,Dizel,Manuel,İkinci El,34.041,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Kocaeli,Çayırova,Çayırova Mh.,699.500 TL,24 Ekim 2024,1206738764,Fiat,Egea,1.3 Multijet Easy,2021,Dizel,Manuel,İkinci El,99.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
İstanbul,Silivri,Mimar Sinan Mh.,634.000 TL,24 Ekim 2024,1206726062,Fiat,Egea,1.3 Multijet Easy,2020,Dizel,Manuel,İkinci El,171.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
İstanbul,Maltepe,Yalı Mh.,480.000 TL,24 Ekim 2024,1206390331,Fiat,Linea,1.3 Multijet Active Plus,2014,Dizel,Manuel,İkinci El,180.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Aksaray,Merkez,Hacılar Harmanı Mh.,729.950 TL,24 Ekim 2024,1205650190,Fiat,Egea,1.3 Multijet Easy Plus,2021,Dizel,Manuel,İkinci El,99.000,Sedan,76 - 100 HP,1300 cm3' e kadar,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
İstanbul,Sultangazi,Cebeci Mah.,385.000 TL,23 Ekim 2024,1206696551,Fiat,Punto,Grande 1.3 Multijet Dynamic,2008,Dizel,Manuel,İkinci El,260.000,Hatchback 5 kapı,75 hp,1248 cc,Önden Çekiş,Siyah,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
Ordu,Altınordu,Karacaömer Mh.,775.000 TL,23 Ekim 2024,1206683090,Fiat,Egea,1.3 Multijet Easy,2021,Dizel,Manuel,İkinci El,63.000,Sedan,95 hp,1248 cc,Önden Çekiş,Kırmızı,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İzmir,Gaziemir,Beyazevler Mah.,795.000 TL,23 Ekim 2024,1206679197,Fiat,Egea,1.3 Multijet Urban Plus,2021,Dizel,Manuel,İkinci El,117.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Güngören,Gençosman Mh.,460.000 TL,23 Ekim 2024,1206652422,Fiat,Linea,1.3 Multijet Pop,2015,Dizel,Manuel,İkinci El,148.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Manisa,Salihli,Beşeylül Mh.,172.000 TL,23 Ekim 2024,1184928557,Fiat,UNO,70 S,1998,Benzin & LPG,Manuel,İkinci El,230.000,Hatchback 5 kapı,71 hp,1372 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Ankara,Mamak,Cengizhan Mah.,695.750 TL,23 Ekim 2024,1206626425,Fiat,Egea,1.6 Multijet Easy,2020,Dizel,Otomatik,İkinci El,169.875,Sedan,120 hp,1598 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
Afyonkarahisar,Bolvadin,Bağlarbaşı Mh.,515.000 TL,23 Ekim 2024,1206610727,Fiat,Egea,1.3 Multijet Easy,2018,Dizel,Manuel,İkinci El,128.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Kocaeli,Başiskele,Seymen Mah.,720.000 TL,23 Ekim 2024,1206611108,Fiat,Egea,1.3 Multijet Easy,2020,Dizel,Manuel,İkinci El,71.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Bağcılar,100. Yıl Mh.,779.500 TL,23 Ekim 2024,1157710825,Fiat,Egea,1.6 Multijet Urban Plus,2020,Dizel,Otomatik,İkinci El,97.000,Sedan,120 hp,1598 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
İstanbul,Bağcılar,100. Yıl Mh.,319.900 TL,23 Ekim 2024,1206620811,Fiat,Linea,1.3 Multijet Pop,2016,Dizel,Manuel,İkinci El,155.155,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Samsun,Bafra,Gazipaşa Mh.,265.000 TL,23 Ekim 2024,1206620685,Fiat,Palio,1.4 EL,1999,Benzin & LPG,Manuel,İkinci El,405.000,Hatchback 5 kapı,77 hp,1368 cc,Önden Çekiş,Turuncu,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Samsun,Bafra,Bahçeler Mh.,435.000 TL,23 Ekim 2024,1206617451,Fiat,Albea,Sole 1.3 Multijet Dynamic,2010,Dizel,Manuel,İkinci El,183.000,Sedan,70 hp,1248 cc,Önden Çekiş,Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Bağcılar,Göztepe Mh.,285.000 TL,23 Ekim 2024,1206617484,Fiat,Linea,1.3 Multijet Emotion Plus,2011,Dizel,Manuel,İkinci El,405.000,Sedan,90 hp,1248 cc,Önden Çekiş,Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Sakarya,Hendek,Yeni Mah.,215.000 TL,23 Ekim 2024,1206602154,Fiat,Tipo,1.6 SX,1994,Benzin & LPG,Manuel,İkinci El,10.000,Hatchback 5 kapı,75 hp,1581 cc,Önden Çekiş,Mavi,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Sakarya,Adapazarı,Maltepe Mah.,1.280.000 TL,23 Ekim 2024,1206609956,Fiat,500 Ailesi 500 E,La Prima,2023,Elektrik,Otomatik,İkinci El,6.500,Hatchback 3 kapı,118 hp,,Önden Çekiş,Pembe,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Kartal,Atalar Mah.,469.000 TL,23 Ekim 2024,1202931475,Fiat,Linea,1.3 Multijet Pop,2015,Dizel,Manuel,İkinci El,141.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İzmir,Kınık,Türkcedit Mh.,790.000 TL,23 Ekim 2024,1206600422,Fiat,Egea,1.4 Fire Easy Plus,2023,Benzin,Manuel,İkinci El,11.737,Sedan,95 hp,1368 cc,Önden Çekiş,Lacivert,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Sultanbeyli,Akşemsettin Mh.,685.000 TL,23 Ekim 2024,1206599563,Fiat,Egea,1.4 Fire Easy,2022,Benzin,Manuel,İkinci El,56.000,Sedan,95 hp,1368 cc,Önden Çekiş,Beyaz,Evet,Evet,Türkiye (TR) Plakalı,Galeriden,Evet
Diyarbakır,Bismil,Sanayi Mah.,745.000 TL,23 Ekim 2024,1206598569,Fiat,Egea,1.3 Multijet Easy,2021,Dizel,Manuel,İkinci El,71.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Ataşehir,Kayışdağı Mh.,699.750 TL,23 Ekim 2024,1199688880,Fiat,Egea,1.3 Multijet Easy Plus,2022,Dizel,Manuel,İkinci El,76.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
İstanbul,Ataşehir,Kayışdağı Mh.,899.750 TL,23 Ekim 2024,1203608194,Fiat,Egea,1.6 Multijet Easy Plus,2023,Dizel,Otomatik,İkinci El,61.000,Sedan,126 - 150 HP,1301 - 1600 cm3,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Zonguldak,Ereğli,Belen Mah.,590.000 TL,23 Ekim 2024,1206583562,Fiat,Linea,1.3 Multijet Pop,2017,Dizel,Manuel,İkinci El,123.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Avcılar,Mustafa Kemal Paşa Mh.,406.800 TL,23 Ekim 2024,1202914499,Fiat,Linea,1.3 Multijet Active Plus,2011,Dizel,Manuel,İkinci El,185.000,Sedan,90 hp,1248 cc,Önden Çekiş,Gümüş Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Isparta,Merkez,Hızırbey Mh.,289.000 TL,23 Ekim 2024,1167012467,Fiat,Albea,1.2 EL,2003,Benzin & LPG,Manuel,İkinci El,282.000,Sedan,80 hp,1242 cc,Önden Çekiş,Gümüş Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Trabzon,Ortahisar,Konaklar Mah.,678.000 TL,23 Ekim 2024,1157945038,Fiat,Egea,1.4 Fire Urban,2021,Benzin,Manuel,İkinci El,110.000,Sedan,95 hp,1368 cc,Önden Çekiş,Kırmızı,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Aydın,Didim,Altınkum Mh.,1.260.000 TL,23 Ekim 2024,1199415818,Fiat,Egea,1.6 Multijet Lounge,2024,Dizel,Otomatik,İkinci El,26.000,Sedan,130 hp,1598 cc,Önden Çekiş,Gümüş Gri,Evet,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
İstanbul,Esenyurt,Turgut Özal Mh.,643.900 TL,23 Ekim 2024,1206554594,Fiat,Egea,1.6 Multijet Easy,2019,Dizel,Otomatik,İkinci El,180.000,Sedan,120 hp,1598 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Eskişehir,Tepebaşı,Yeşiltepe Mh.,245.000 TL,23 Ekim 2024,1206543463,Fiat,Palio,1.2 EL,2002,Benzin & LPG,Manuel,İkinci El,250.000,Hatchback 5 kapı,76 - 100 HP,1301 - 1600 cm3,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Kocaeli,Körfez,Mimar Sinan Mah.,685.000 TL,23 Ekim 2024,1183584398,Fiat,Egea,1.6 E-Torq Urban,2019,Benzin,Otomatik,İkinci El,245.000,Sedan,110 hp,1598 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Mersin,Toroslar,Korukent Mah.,695.000 TL,23 Ekim 2024,1206532797,Fiat,Egea,1.4 Fire Easy Plus,2022,Benzin & LPG,Manuel,İkinci El,82.000,Sedan,95 hp,1368 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Tuzla,Aydıntepe Mh.,717.000 TL,23 Ekim 2024,1206531934,Fiat,Egea,1.3 Multijet Urban,2019,Dizel,Manuel,İkinci El,99.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Ankara,Çankaya,Birlik Mah.,799.500 TL,23 Ekim 2024,1206516303,Fiat,500 Ailesi,500L 1.3 Mjet PopStar,2018,Dizel,Otomatik,İkinci El,150.158,MPV,95 hp,1248 cc,Önden Çekiş,Kırmızı,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Bakırköy,Şenlikköy Mh.,849.000 TL,23 Ekim 2024,1206512454,Fiat,Egea,1.6 Multijet Easy,2022,Dizel,Otomatik,İkinci El,67.000,Sedan,130 hp,1598 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Elazığ,Merkez,Ataşehir Mh.,478.000 TL,23 Ekim 2024,1206501346,Fiat,Linea,1.3 Multijet Pop,2016,Dizel,Manuel,İkinci El,160.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Ataşehir,İnönü Mh.,848.750 TL,23 Ekim 2024,1199678113,Fiat,Egea,1.3 Multijet Urban,2023,Dizel,Manuel,İkinci El,49.900,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Bursa,Nilüfer,Üçevler Mh.,839.500 TL,23 Ekim 2024,1206489848,Fiat,Egea,1.3 Multijet Easy Plus,2023,Dizel,Manuel,İkinci El,28.300,Sedan,95 hp,1248 cc,Önden Çekiş,Mavi,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Aksaray,Merkez,Hacılar Harmanı Mh.,725.000 TL,23 Ekim 2024,1206478042,Fiat,Egea,1.3 Multijet Easy,2021,Dizel,Manuel,İkinci El,124.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Maltepe,Bağlarbaşı Mh.,639.950 TL,23 Ekim 2024,1194003377,Fiat,Egea,1.3 Multijet Easy,2021,Dizel,Manuel,İkinci El,149.500,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Ankara,Çankaya,Naci Çakır Mh.,679.000 TL,23 Ekim 2024,1206476193,Fiat,Egea,1.6 E-Torq Urban,2018,Benzin,Otomatik,İkinci El,113.000,Sedan,110 hp,1598 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
İstanbul,Ataşehir,İnönü Mh.,779.850 TL,23 Ekim 2024,1201166805,Fiat,Egea,1.6 Multijet Easy,2020,Dizel,Otomatik,İkinci El,115.655,Sedan,120 hp,1598 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Kocaeli,Körfez,Yeniyalı Mh.,596.950 TL,22 Ekim 2024,1202774600,Fiat,Egea,1.3 Multijet Easy,2017,Dizel,Manuel,İkinci El,182.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Küçükçekmece,Tevfik Bey Mah.,192.500 TL,22 Ekim 2024,1194872994,Fiat,Tipo,1.6 S,1994,Benzin & LPG,Manuel,İkinci El,238.125,Hatchback 5 kapı,75 hp,1581 cc,Önden Çekiş,Kırmızı,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Zonguldak,Ereğli,Belenyeni Mah.,699.500 TL,22 Ekim 2024,1206409639,Fiat,Egea,1.3 Multijet Urban,2018,Dizel,Manuel,İkinci El,95.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Ankara,Pursaklar,Merkez Mah.,192.000 TL,22 Ekim 2024,1206397815,Fiat,Tipo,1.4 SX ie,1997,Benzin & LPG,Manuel,İkinci El,230.000,Hatchback 5 kapı,76 - 100 HP,1301 - 1600 cm3,Önden Çekiş,Mavi,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Karaman,Merkez,Hisar Mah.,232.000 TL,22 Ekim 2024,1206398265,Fiat,Tipo,1.6 SLX,1996,Benzin & LPG,Manuel,İkinci El,310.000,Hatchback 5 kapı,75 hp,1581 cc,Önden Çekiş,Mavi,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Avcılar,Mustafa Kemal Paşa Mh.,905.000 TL,22 Ekim 2024,1206382795,Fiat,Egea,1.6 Multijet Urban Plus,2020,Dizel,Otomatik,İkinci El,53.400,Hatchback 5 kapı,120 hp,1598 cc,Önden Çekiş,Füme,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Yozgat,Sorgun,Aydınlıkevler Mh.,669.000 TL,22 Ekim 2024,1206380100,Fiat,Egea,1.4 Fire Urban Plus,2020,Benzin,Manuel,İkinci El,57.600,Sedan,95 hp,1368 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Ankara,Etimesgut,Eryaman Mah.,829.500 TL,22 Ekim 2024,1206380050,Fiat,Egea,1.3 Multijet Easy Plus,2023,Dizel,Manuel,İkinci El,31.500,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
İstanbul,Sancaktepe,Osmangazi Mah.,549.000 TL,22 Ekim 2024,1206376757,Fiat,Egea,1.3 Multijet Easy,2017,Dizel,Manuel,İkinci El,182.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
Balıkesir,Edremit,Cumhuriyet Mah.,478.000 TL,22 Ekim 2024,1206377287,Fiat,Linea,1.3 Multijet Pop,2015,Dizel,Manuel,İkinci El,154.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
Gaziantep,Şehitkamil,Karacaahmet Mh.,765.000 TL,22 Ekim 2024,1205697951,Fiat,Egea,1.4 Fire Easy Plus,2023,Benzin,Manuel,İkinci El,17.000,Sedan,95 hp,1368 cc,Önden Çekiş,Füme,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Beylikdüzü,Adnan Kahveci Mah.,815.000 TL,22 Ekim 2024,1206342385,Fiat,Egea,1.6 Multijet Urban,2022,Dizel,Otomatik,İkinci El,85.000,Sedan,130 hp,1598 cc,Önden Çekiş,Lacivert,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Erzurum,Yakutiye,Şükrüpaşa Mh.,610.000 TL,22 Ekim 2024,1202719328,Fiat,Egea,1.4 Fire Easy Plus,2018,Benzin & LPG,Manuel,İkinci El,88.000,Sedan,95 hp,1368 cc,Önden Çekiş,Kırmızı,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Elazığ,Keban,Değirmenbaşı Mh.,738.000 TL,22 Ekim 2024,1206327091,Fiat,Egea,1.4 Fire Easy Plus,2021,Benzin,Manuel,İkinci El,56.000,Sedan,76 - 100 HP,1301 - 1600 cm3,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
Rize,Çayeli,Yaka Mah.,329.900 TL,22 Ekim 2024,1206340441,Fiat,Linea,1.3 Multijet Active,2007,Dizel,Manuel,İkinci El,310.000,Sedan,90 hp,1248 cc,Önden Çekiş,Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Çorum,Merkez,Ak Kent Mah.,750.000 TL,22 Ekim 2024,1199266695,Fiat,Egea,1.4 Fire Urban,2021,Benzin & LPG,Manuel,İkinci El,74.000,Sedan,95 hp,1368 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
